ProductKey,OrderDateKey,DueDateKey,ShipDateKey,CustomerKey,PromotionKey,CurrencyKey,SalesTerritoryKey,SalesOrderNumber,SalesOrderLineNumber,RevisionNumber,OrderQuantity,UnitPrice,ExtendedAmount,UnitPriceDiscountPct,DiscountAmount,ProductStandardCost,TotalProductCost,SalesAmount,TaxAmt,Freight,CarrierTrackingNumber,CustomerPONumber,OrderDate,DueDate,ShipDate
214,20070724,20070805,20070731,11387,1,98,10,SO51550,2,1,1,34.99,34.99,0,0,13.0863,13.0863,34.99,2.7992,0.8748,,,24 Jul 07,5 Aug 07,31 Jul 07
595,20070724,20070805,20070731,13058,1,100,4,SO51551,1,1,1,564.99,564.99,0,0,308.2179,308.2179,564.99,45.1992,14.1248,,,24 Jul 07,5 Aug 07,31 Jul 07
478,20070724,20070805,20070731,13058,1,100,4,SO51551,2,1,1,9.99,9.99,0,0,3.7363,3.7363,9.99,0.7992,0.2498,,,24 Jul 07,5 Aug 07,31 Jul 07
477,20070724,20070805,20070731,13058,1,100,4,SO51551,3,1,1,4.99,4.99,0,0,1.8663,1.8663,4.99,0.3992,0.1248,,,24 Jul 07,5 Aug 07,31 Jul 07
225,20070724,20070805,20070731,13058,1,100,4,SO51551,4,1,1,8.99,8.99,0,0,6.9223,6.9223,8.99,0.7192,0.2248,,,24 Jul 07,5 Aug 07,31 Jul 07
589,20070724,20070805,20070731,13747,1,100,1,SO51552,1,1,1,769.49,769.49,0,0,419.7784,419.7784,769.49,61.5592,19.2373,,,24 Jul 07,5 Aug 07,31 Jul 07
474,20070724,20070805,20070731,13747,1,100,1,SO51552,2,1,1,69.99,69.99,0,0,26.1763,26.1763,69.99,5.5992,1.7498,,,24 Jul 07,5 Aug 07,31 Jul 07
463,20070724,20070805,20070731,13747,1,100,1,SO51552,3,1,1,24.49,24.49,0,0,9.1593,9.1593,24.49,1.9592,0.6123,,,24 Jul 07,5 Aug 07,31 Jul 07
363,20070724,20070805,20070731,11286,1,100,4,SO51553,1,1,1,2294.99,2294.99,0,0,1251.9813,1251.9813,2294.99,183.5992,57.3748,,,24 Jul 07,5 Aug 07,31 Jul 07
485,20070724,20070805,20070731,11286,1,100,4,SO51553,2,1,1,21.98,21.98,0,0,8.2205,8.2205,21.98,1.7584,0.5495,,,24 Jul 07,5 Aug 07,31 Jul 07
234,20070724,20070805,20070731,11286,1,100,4,SO51553,3,1,1,49.99,49.99,0,0,38.4923,38.4923,49.99,3.9992,1.2498,,,24 Jul 07,5 Aug 07,31 Jul 07
225,20070724,20070805,20070731,11286,1,100,4,SO51553,4,1,1,8.99,8.99,0,0,6.9223,6.9223,8.99,0.7192,0.2248,,,24 Jul 07,5 Aug 07,31 Jul 07
355,20070724,20070805,20070731,11266,1,100,1,SO51554,1,1,1,2319.99,2319.99,0,0,1265.6195,1265.6195,2319.99,185.5992,57.9998,,,24 Jul 07,5 Aug 07,31 Jul 07
478,20070724,20070805,20070731,11266,1,100,1,SO51554,2,1,1,9.99,9.99,0,0,3.7363,3.7363,9.99,0.7992,0.2498,,,24 Jul 07,5 Aug 07,31 Jul 07
477,20070724,20070805,20070731,11266,1,100,1,SO51554,3,1,1,4.99,4.99,0,0,1.8663,1.8663,4.99,0.3992,0.1248,,,24 Jul 07,5 Aug 07,31 Jul 07
225,20070724,20070805,20070731,11266,1,100,1,SO51554,4,1,1,8.99,8.99,0,0,6.9223,6.9223,8.99,0.7192,0.2248,,,24 Jul 07,5 Aug 07,31 Jul 07
361,20070724,20070805,20070731,11037,1,19,6,SO51555,1,1,1,2294.99,2294.99,0,0,1251.9813,1251.9813,2294.99,183.5992,57.3748,,,24 Jul 07,5 Aug 07,31 Jul 07
537,20070724,20070805,20070731,11037,1,19,6,SO51555,2,1,1,35,35,0,0,13.09,13.09,35,2.8,0.875,,,24 Jul 07,5 Aug 07,31 Jul 07
528,20070724,20070805,20070731,11037,1,19,6,SO51555,3,1,1,4.99,4.99,0,0,1.8663,1.8663,4.99,0.3992,0.1248,,,24 Jul 07,5 Aug 07,31 Jul 07
485,20070724,20070805,20070731,11037,1,19,6,SO51555,4,1,1,21.98,21.98,0,0,8.2205,8.2205,21.98,1.7584,0.5495,,,24 Jul 07,5 Aug 07,31 Jul 07
477,20070724,20070805,20070731,11037,1,19,6,SO51555,5,1,1,4.99,4.99,0,0,1.8663,1.8663,4.99,0.3992,0.1248,,,24 Jul 07,5 Aug 07,31 Jul 07
478,20070724,20070805,20070731,11037,1,19,6,SO51555,6,1,1,9.99,9.99,0,0,3.7363,3.7363,9.99,0.7992,0.2498,,,24 Jul 07,5 Aug 07,31 Jul 07
480,20070724,20070805,20070731,11037,2,19,6,SO51555,7,1,1,2.29,2.29,0,0,0.8565,0.8565,2.29,0.1832,0.0573,,,24 Jul 07,5 Aug 07,31 Jul 07
353,20070724,20070805,20070731,11022,1,100,1,SO51556,1,1,1,2319.99,2319.99,0,0,1265.6195,1265.6195,2319.99,185.5992,57.9998,,,24 Jul 07,5 Aug 07,31 Jul 07
480,20070724,20070805,20070731,11022,1,100,1,SO51556,2,1,1,2.29,2.29,0,0,0.8565,0.8565,2.29,0.1832,0.0573,,,24 Jul 07,5 Aug 07,31 Jul 07
572,20070724,20070805,20070731,27765,13,100,8,SO51557,1,1,1,742.35,742.35,0,0,461.4448,461.4448,742.35,59.388,18.5588,,,24 Jul 07,5 Aug 07,31 Jul 07
390,20070724,20070805,20070731,23104,1,6,9,SO51558,1,1,1,1120.49,1120.49,0,0,713.0798,713.0798,1120.49,89.6392,28.0123,,,24 Jul 07,5 Aug 07,31 Jul 07
539,20070724,20070805,20070731,23104,1,6,9,SO51558,2,1,1,24.99,24.99,0,0,9.3463,9.3463,24.99,1.9992,0.6248,,,24 Jul 07,5 Aug 07,31 Jul 07
529,20070724,20070805,20070731,23104,1,6,9,SO51558,3,1,1,3.99,3.99,0,0,1.4923,1.4923,3.99,0.3192,0.0998,,,24 Jul 07,5 Aug 07,31 Jul 07
486,20070724,20070805,20070731,23104,1,6,9,SO51558,4,1,1,159,159,0,0,59.466,59.466,159,12.72,3.975,,,24 Jul 07,5 Aug 07,31 Jul 07
388,20070724,20070805,20070731,24605,1,6,9,SO51559,1,1,1,1120.49,1120.49,0,0,713.0798,713.0798,1120.49,89.6392,28.0123,,,24 Jul 07,5 Aug 07,31 Jul 07
539,20070724,20070805,20070731,24605,1,6,9,SO51559,2,1,1,24.99,24.99,0,0,9.3463,9.3463,24.99,1.9992,0.6248,,,24 Jul 07,5 Aug 07,31 Jul 07
529,20070724,20070805,20070731,24605,1,6,9,SO51559,3,1,1,3.99,3.99,0,0,1.4923,1.4923,3.99,0.3192,0.0998,,,24 Jul 07,5 Aug 07,31 Jul 07
222,20070724,20070805,20070731,24605,1,6,9,SO51559,4,1,1,34.99,34.99,0,0,13.0863,13.0863,34.99,2.7992,0.8748,,,24 Jul 07,5 Aug 07,31 Jul 07
584,20070724,20070805,20070731,19271,1,6,9,SO51560,1,1,1,539.99,539.99,0,0,343.6496,343.6496,539.99,43.1992,13.4998,,,24 Jul 07,5 Aug 07,31 Jul 07
214,20070724,20070805,20070731,19271,1,6,9,SO51560,2,1,1,34.99,34.99,0,0,13.0863,13.0863,34.99,2.7992,0.8748,,,24 Jul 07,5 Aug 07,31 Jul 07
357,20070724,20070805,20070731,11025,1,6,9,SO51561,1,1,1,2319.99,2319.99,0,0,1265.6195,1265.6195,2319.99,185.5992,57.9998,,,24 Jul 07,5 Aug 07,31 Jul 07
485,20070724,20070805,20070731,11025,1,6,9,SO51561,2,1,1,21.98,21.98,0,0,8.2205,8.2205,21.98,1.7584,0.5495,,,24 Jul 07,5 Aug 07,31 Jul 07
472,20070724,20070805,20070731,11025,1,6,9,SO51561,3,1,1,63.5,63.5,0,0,23.749,23.749,63.5,5.08,1.5875,,,24 Jul 07,5 Aug 07,31 Jul 07
359,20070724,20070805,20070731,11009,1,6,9,SO51562,1,1,1,2294.99,2294.99,0,0,1251.9813,1251.9813,2294.99,183.5992,57.3748,,,24 Jul 07,5 Aug 07,31 Jul 07
480,20070724,20070805,20070731,11009,1,6,9,SO51562,2,1,1,2.29,2.29,0,0,0.8565,0.8565,2.29,0.1832,0.0573,,,24 Jul 07,5 Aug 07,31 Jul 07
598,20070724,20070805,20070731,17511,1,6,9,SO51563,1,1,1,539.99,539.99,0,0,294.5797,294.5797,539.99,43.1992,13.4998,,,24 Jul 07,5 Aug 07,31 Jul 07
528,20070724,20070805,20070731,17511,1,6,9,SO51563,2,1,1,4.99,4.99,0,0,1.8663,1.8663,4.99,0.3992,0.1248,,,24 Jul 07,5 Aug 07,31 Jul 07
535,20070724,20070805,20070731,17511,1,6,9,SO51563,3,1,1,24.99,24.99,0,0,9.3463,9.3463,24.99,1.9992,0.6248,,,24 Jul 07,5 Aug 07,31 Jul 07
480,20070724,20070805,20070731,17511,2,6,9,SO51563,4,1,1,2.29,2.29,0,0,0.8565,0.8565,2.29,0.1832,0.0573,,,24 Jul 07,5 Aug 07,31 Jul 07
586,20070724,20070805,20070731,26309,1,100,4,SO51564,1,1,1,742.35,742.35,0,0,461.4448,461.4448,742.35,59.388,18.5588,,,24 Jul 07,5 Aug 07,31 Jul 07
482,20070724,20070805,20070731,26309,1,100,4,SO51564,2,1,1,8.99,8.99,0,0,3.3623,3.3623,8.99,0.7192,0.2248,,,24 Jul 07,5 Aug 07,31 Jul 07
560,20070724,20070805,20070731,25085,1,100,4,SO51565,1,1,1,1214.85,1214.85,0,0,755.1508,755.1508,1214.85,97.188,30.3713,,,24 Jul 07,5 Aug 07,31 Jul 07
477,20070724,20070805,20070731,25085,1,100,4,SO51565,2,1,1,4.99,4.99,0,0,1.8663,1.8663,4.99,0.3992,0.1248,,,24 Jul 07,5 Aug 07,31 Jul 07
479,20070724,20070805,20070731,25085,1,100,4,SO51565,3,1,1,8.99,8.99,0,0,3.3623,3.3623,8.99,0.7192,0.2248,,,24 Jul 07,5 Aug 07,31 Jul 07
576,20070724,20070805,20070731,24414,1,100,4,SO51566,1,1,1,2384.07,2384.07,0,0,1481.9379,1481.9379,2384.07,190.7256,59.6018,,,24 Jul 07,5 Aug 07,31 Jul 07
477,20070724,20070805,20070731,24414,1,100,4,SO51566,2,1,1,4.99,4.99,0,0,1.8663,1.8663,4.99,0.3992,0.1248,,,24 Jul 07,5 Aug 07,31 Jul 07
479,20070724,20070805,20070731,24414,1,100,4,SO51566,3,1,1,8.99,8.99,0,0,3.3623,3.3623,8.99,0.7192,0.2248,,,24 Jul 07,5 Aug 07,31 Jul 07
604,20070724,20070805,20070731,15276,1,100,4,SO51567,1,1,1,539.99,539.99,0,0,343.6496,343.6496,539.99,43.1992,13.4998,,,24 Jul 07,5 Aug 07,31 Jul 07
538,20070724,20070805,20070731,15276,1,100,4,SO51567,2,1,1,21.49,21.49,0,0,8.0373,8.0373,21.49,1.7192,0.5373,,,24 Jul 07,5 Aug 07,31 Jul 07
480,20070724,20070805,20070731,15276,1,100,4,SO51567,3,1,1,2.29,2.29,0,0,0.8565,0.8565,2.29,0.1832,0.0573,,,24 Jul 07,5 Aug 07,31 Jul 07
605,20070724,20070805,20070731,21448,1,100,4,SO51568,1,1,1,539.99,539.99,0,0,343.6496,343.6496,539.99,43.1992,13.4998,,,24 Jul 07,5 Aug 07,31 Jul 07
463,20070724,20070805,20070731,21448,1,100,4,SO51568,2,1,1,24.49,24.49,0,0,9.1593,9.1593,24.49,1.9592,0.6123,,,24 Jul 07,5 Aug 07,31 Jul 07
584,20070724,20070805,20070731,15017,1,100,4,SO51569,1,1,1,539.99,539.99,0,0,343.6496,343.6496,539.99,43.1992,13.4998,,,24 Jul 07,5 Aug 07,31 Jul 07
479,20070724,20070805,20070731,15017,1,100,4,SO51569,2,1,1,8.99,8.99,0,0,3.3623,3.3623,8.99,0.7192,0.2248,,,24 Jul 07,5 Aug 07,31 Jul 07
477,20070724,20070805,20070731,15017,1,100,4,SO51569,3,1,1,4.99,4.99,0,0,1.8663,1.8663,4.99,0.3992,0.1248,,,24 Jul 07,5 Aug 07,31 Jul 07
491,20070724,20070805,20070731,15017,1,100,4,SO51569,4,1,1,53.99,53.99,0,0,41.5723,41.5723,53.99,4.3192,1.3498,,,24 Jul 07,5 Aug 07,31 Jul 07
606,20070724,20070805,20070731,22459,1,100,8,SO51570,1,1,1,539.99,539.99,0,0,343.6496,343.6496,539.99,43.1992,13.4998,,,24 Jul 07,5 Aug 07,31 Jul 07
560,20070725,20070806,20070801,14046,1,6,9,SO51571,1,1,1,1214.85,1214.85,0,0,755.1508,755.1508,1214.85,97.188,30.3713,,,25 Jul 07,6 Aug 07,1 Aug 07
491,20070725,20070806,20070801,14046,1,6,9,SO51571,2,1,1,53.99,53.99,0,0,41.5723,41.5723,53.99,4.3192,1.3498,,,25 Jul 07,6 Aug 07,1 Aug 07
378,20070725,20070806,20070801,23759,1,100,8,SO51572,1,1,1,2443.35,2443.35,0,0,1554.9479,1554.9479,2443.35,195.468,61.0838,,,25 Jul 07,6 Aug 07,1 Aug 07
540,20070725,20070806,20070801,23759,1,100,8,SO51572,2,1,1,32.6,32.6,0,0,12.1924,12.1924,32.6,2.608,0.815,,,25 Jul 07,6 Aug 07,1 Aug 07
359,20070725,20070806,20070801,11238,1,98,10,SO51573,1,1,1,2294.99,2294.99,0,0,1251.9813,1251.9813,2294.99,183.5992,57.3748,,,25 Jul 07,6 Aug 07,1 Aug 07
222,20070725,20070806,20070801,11238,1,98,10,SO51573,2,1,1,34.99,34.99,0,0,13.0863,13.0863,34.99,2.7992,0.8748,,,25 Jul 07,6 Aug 07,1 Aug 07
378,20070725,20070806,20070801,16291,1,100,7,SO51574,1,1,1,2443.35,2443.35,0,0,1554.9479,1554.9479,2443.35,195.468,61.0838,,,25 Jul 07,6 Aug 07,1 Aug 07
217,20070725,20070806,20070801,16291,1,100,7,SO51574,2,1,1,34.99,34.99,0,0,13.0863,13.0863,34.99,2.7992,0.8748,,,25 Jul 07,6 Aug 07,1 Aug 07
376,20070725,20070806,20070801,22323,1,100,7,SO51575,1,1,1,2443.35,2443.35,0,0,1554.9479,1554.9479,2443.35,195.468,61.0838,,,25 Jul 07,6 Aug 07,1 Aug 07
357,20070725,20070806,20070801,11481,2,100,8,SO51576,1,1,1,2319.99,2319.99,0,0,1265.6195,1265.6195,2319.99,185.5992,57.9998,,,25 Jul 07,6 Aug 07,1 Aug 07
487,20070725,20070806,20070801,11481,1,100,8,SO51576,2,1,1,54.99,54.99,0,0,20.5663,20.5663,54.99,4.3992,1.3748,,,25 Jul 07,6 Aug 07,1 Aug 07
355,20070725,20070806,20070801,11042,1,100,4,SO51577,1,1,1,2319.99,2319.99,0,0,1265.6195,1265.6195,2319.99,185.5992,57.9998,,,25 Jul 07,6 Aug 07,1 Aug 07
584,20070725,20070806,20070801,27744,1,6,9,SO51578,1,1,1,539.99,539.99,0,0,343.6496,343.6496,539.99,43.1992,13.4998,,,25 Jul 07,6 Aug 07,1 Aug 07
529,20070725,20070806,20070801,27744,1,6,9,SO51578,2,1,1,3.99,3.99,0,0,1.4923,1.4923,3.99,0.3192,0.0998,,,25 Jul 07,6 Aug 07,1 Aug 07
538,20070725,20070806,20070801,27744,1,6,9,SO51578,3,1,1,21.49,21.49,0,0,8.0373,8.0373,21.49,1.7192,0.5373,,,25 Jul 07,6 Aug 07,1 Aug 07
489,20070725,20070806,20070801,27744,1,6,9,SO51578,4,1,1,53.99,53.99,0,0,41.5723,41.5723,53.99,4.3192,1.3498,,,25 Jul 07,6 Aug 07,1 Aug 07
467,20070725,20070806,20070801,27744,2,6,9,SO51578,5,1,1,24.49,24.49,0,0,9.1593,9.1593,24.49,1.9592,0.6123,,,25 Jul 07,6 Aug 07,1 Aug 07
606,20070725,20070806,20070801,26656,1,6,9,SO51579,1,1,1,539.99,539.99,0,0,343.6496,343.6496,539.99,43.1992,13.4998,,,25 Jul 07,6 Aug 07,1 Aug 07
477,20070725,20070806,20070801,26656,1,6,9,SO51579,2,1,1,4.99,4.99,0,0,1.8663,1.8663,4.99,0.3992,0.1248,,,25 Jul 07,6 Aug 07,1 Aug 07
479,20070725,20070806,20070801,26656,1,6,9,SO51579,3,1,1,8.99,8.99,0,0,3.3623,3.3623,8.99,0.7192,0.2248,,,25 Jul 07,6 Aug 07,1 Aug 07
225,20070725,20070806,20070801,26656,1,6,9,SO51579,4,1,1,8.99,8.99,0,0,6.9223,6.9223,8.99,0.7192,0.2248,,,25 Jul 07,6 Aug 07,1 Aug 07
604,20070725,20070806,20070801,18900,1,6,9,SO51580,1,1,1,539.99,539.99,0,0,343.6496,343.6496,539.99,43.1992,13.4998,,,25 Jul 07,6 Aug 07,1 Aug 07
479,20070725,20070806,20070801,18900,1,6,9,SO51580,2,1,1,8.99,8.99,0,0,3.3623,3.3623,8.99,0.7192,0.2248,,,25 Jul 07,6 Aug 07,1 Aug 07
477,20070725,20070806,20070801,18900,1,6,9,SO51580,3,1,1,4.99,4.99,0,0,1.8663,1.8663,4.99,0.3992,0.1248,,,25 Jul 07,6 Aug 07,1 Aug 07
361,20070725,20070806,20070801,11007,1,6,9,SO51581,1,1,1,2294.99,2294.99,0,0,1251.9813,1251.9813,2294.99,183.5992,57.3748,,,25 Jul 07,6 Aug 07,1 Aug 07
528,20070725,20070806,20070801,11007,1,6,9,SO51581,2,1,1,4.99,4.99,0,0,1.8663,1.8663,4.99,0.3992,0.1248,,,25 Jul 07,6 Aug 07,1 Aug 07
537,20070725,20070806,20070801,11007,1,6,9,SO51581,3,1,1,35,35,0,0,13.09,13.09,35,2.8,0.875,,,25 Jul 07,6 Aug 07,1 Aug 07
485,20070725,20070806,20070801,11007,1,6,9,SO51581,4,1,1,21.98,21.98,0,0,8.2205,8.2205,21.98,1.7584,0.5495,,,25 Jul 07,6 Aug 07,1 Aug 07
222,20070725,20070806,20070801,11007,1,6,9,SO51581,5,1,1,34.99,34.99,0,0,13.0863,13.0863,34.99,2.7992,0.8748,,,25 Jul 07,6 Aug 07,1 Aug 07
363,20070725,20070806,20070801,11052,1,6,9,SO51582,1,1,1,2294.99,2294.99,0,0,1251.9813,1251.9813,2294.99,183.5992,57.3748,,,25 Jul 07,6 Aug 07,1 Aug 07
528,20070725,20070806,20070801,11052,1,6,9,SO51582,2,1,1,4.99,4.99,0,0,1.8663,1.8663,4.99,0.3992,0.1248,,,25 Jul 07,6 Aug 07,1 Aug 07
537,20070725,20070806,20070801,11052,1,6,9,SO51582,3,1,1,35,35,0,0,13.09,13.09,35,2.8,0.875,,,25 Jul 07,6 Aug 07,1 Aug 07
480,20070725,20070806,20070801,11052,1,6,9,SO51582,4,1,1,2.29,2.29,0,0,0.8565,0.8565,2.29,0.1832,0.0573,,,25 Jul 07,6 Aug 07,1 Aug 07
604,20070725,20070806,20070801,16015,1,100,4,SO51583,1,1,1,539.99,539.99,0,0,343.6496,343.6496,539.99,43.1992,13.4998,,,25 Jul 07,6 Aug 07,1 Aug 07
217,20070725,20070806,20070801,16015,1,100,4,SO51583,2,1,1,34.99,34.99,0,0,13.0863,13.0863,34.99,2.7992,0.8748,,,25 Jul 07,6 Aug 07,1 Aug 07
605,20070725,20070806,20070801,22274,1,100,1,SO51584,1,1,1,539.99,539.99,0,0,343.6496,343.6496,539.99,43.1992,13.4998,,,25 Jul 07,6 Aug 07,1 Aug 07
217,20070725,20070806,20070801,22274,1,100,1,SO51584,2,1,1,34.99,34.99,0,0,13.0863,13.0863,34.99,2.7992,0.8748,,,25 Jul 07,6 Aug 07,1 Aug 07
382,20070725,20070806,20070801,19240,1,100,4,SO51585,1,1,1,1120.49,1120.49,0,0,713.0798,713.0798,1120.49,89.6392,28.0123,,,25 Jul 07,6 Aug 07,1 Aug 07
214,20070725,20070806,20070801,19240,1,100,4,SO51585,2,1,1,34.99,34.99,0,0,13.0863,13.0863,34.99,2.7992,0.8748,,,25 Jul 07,6 Aug 07,1 Aug 07
374,20070726,20070807,20070802,18207,1,6,9,SO51586,1,1,1,2443.35,2443.35,0,0,1554.9479,1554.9479,2443.35,195.468,61.0838,,,26 Jul 07,7 Aug 07,2 Aug 07
479,20070726,20070807,20070802,18207,1,6,9,SO51586,2,1,1,8.99,8.99,0,0,3.3623,3.3623,8.99,0.7192,0.2248,,,26 Jul 07,7 Aug 07,2 Aug 07
477,20070726,20070807,20070802,18207,1,6,9,SO51586,3,1,1,4.99,4.99,0,0,1.8663,1.8663,4.99,0.3992,0.1248,,,26 Jul 07,7 Aug 07,2 Aug 07
489,20070726,20070807,20070802,18207,1,6,9,SO51586,4,1,1,53.99,53.99,0,0,41.5723,41.5723,53.99,4.3192,1.3498,,,26 Jul 07,7 Aug 07,2 Aug 07
378,20070726,20070807,20070802,25780,1,100,8,SO51587,1,1,1,2443.35,2443.35,0,0,1554.9479,1554.9479,2443.35,195.468,61.0838,,,26 Jul 07,7 Aug 07,2 Aug 07
529,20070726,20070807,20070802,25780,1,100,8,SO51587,2,1,1,3.99,3.99,0,0,1.4923,1.4923,3.99,0.3192,0.0998,,,26 Jul 07,7 Aug 07,2 Aug 07
540,20070726,20070807,20070802,25780,1,100,8,SO51587,3,1,1,32.6,32.6,0,0,12.1924,12.1924,32.6,2.608,0.815,,,26 Jul 07,7 Aug 07,2 Aug 07
376,20070726,20070807,20070802,25769,1,100,8,SO51588,1,1,1,2443.35,2443.35,0,0,1554.9479,1554.9479,2443.35,195.468,61.0838,,,26 Jul 07,7 Aug 07,2 Aug 07
529,20070726,20070807,20070802,25769,1,100,8,SO51588,2,1,1,3.99,3.99,0,0,1.4923,1.4923,3.99,0.3192,0.0998,,,26 Jul 07,7 Aug 07,2 Aug 07
540,20070726,20070807,20070802,25769,1,100,8,SO51588,3,1,1,32.6,32.6,0,0,12.1924,12.1924,32.6,2.608,0.815,,,26 Jul 07,7 Aug 07,2 Aug 07
222,20070726,20070807,20070802,25769,1,100,8,SO51588,4,1,1,34.99,34.99,0,0,13.0863,13.0863,34.99,2.7992,0.8748,,,26 Jul 07,7 Aug 07,2 Aug 07
359,20070726,20070807,20070802,11401,1,100,7,SO51589,1,1,1,2294.99,2294.99,0,0,1251.9813,1251.9813,2294.99,183.5992,57.3748,,,26 Jul 07,7 Aug 07,2 Aug 07
487,20070726,20070807,20070802,11401,1,100,7,SO51589,2,1,1,54.99,54.99,0,0,20.5663,20.5663,54.99,4.3992,1.3748,,,26 Jul 07,7 Aug 07,2 Aug 07
467,20070726,20070807,20070802,11401,2,100,7,SO51589,3,1,1,24.49,24.49,0,0,9.1593,9.1593,24.49,1.9592,0.6123,,,26 Jul 07,7 Aug 07,2 Aug 07
355,20070726,20070807,20070802,11271,1,100,4,SO51590,1,1,1,2319.99,2319.99,0,0,1265.6195,1265.6195,2319.99,185.5992,57.9998,,,26 Jul 07,7 Aug 07,2 Aug 07
528,20070726,20070807,20070802,11271,1,100,4,SO51590,2,1,1,4.99,4.99,0,0,1.8663,1.8663,4.99,0.3992,0.1248,,,26 Jul 07,7 Aug 07,2 Aug 07
537,20070726,20070807,20070802,11271,1,100,4,SO51590,3,1,1,35,35,0,0,13.09,13.09,35,2.8,0.875,,,26 Jul 07,7 Aug 07,2 Aug 07
214,20070726,20070807,20070802,11271,1,100,4,SO51590,4,1,1,34.99,34.99,0,0,13.0863,13.0863,34.99,2.7992,0.8748,,,26 Jul 07,7 Aug 07,2 Aug 07
353,20070726,20070807,20070802,11175,2,100,4,SO51591,1,1,1,2319.99,2319.99,0,0,1265.6195,1265.6195,2319.99,185.5992,57.9998,,,26 Jul 07,7 Aug 07,2 Aug 07
485,20070726,20070807,20070802,11175,1,100,4,SO51591,2,1,1,21.98,21.98,0,0,8.2205,8.2205,21.98,1.7584,0.5495,,,26 Jul 07,7 Aug 07,2 Aug 07
359,20070726,20070807,20070802,11082,1,100,4,SO51592,1,1,1,2294.99,2294.99,0,0,1251.9813,1251.9813,2294.99,183.5992,57.3748,,,26 Jul 07,7 Aug 07,2 Aug 07
537,20070726,20070807,20070802,11082,1,100,4,SO51592,2,1,1,35,35,0,0,13.09,13.09,35,2.8,0.875,,,26 Jul 07,7 Aug 07,2 Aug 07
357,20070726,20070807,20070802,11036,1,100,4,SO51593,1,1,1,2319.99,2319.99,0,0,1265.6195,1265.6195,2319.99,185.5992,57.9998,,,26 Jul 07,7 Aug 07,2 Aug 07
217,20070726,20070807,20070802,11036,1,100,4,SO51593,2,1,1,34.99,34.99,0,0,13.0863,13.0863,34.99,2.7992,0.8748,,,26 Jul 07,7 Aug 07,2 Aug 07
359,20070726,20070807,20070802,11104,1,6,9,SO51594,1,1,1,2294.99,2294.99,0,0,1251.9813,1251.9813,2294.99,183.5992,57.3748,,,26 Jul 07,7 Aug 07,2 Aug 07
537,20070726,20070807,20070802,11104,1,6,9,SO51594,2,1,1,35,35,0,0,13.09,13.09,35,2.8,0.875,,,26 Jul 07,7 Aug 07,2 Aug 07
528,20070726,20070807,20070802,11104,1,6,9,SO51594,3,1,1,4.99,4.99,0,0,1.8663,1.8663,4.99,0.3992,0.1248,,,26 Jul 07,7 Aug 07,2 Aug 07
355,20070726,20070807,20070802,11004,1,6,9,SO51595,1,1,1,2319.99,2319.99,0,0,1265.6195,1265.6195,2319.99,185.5992,57.9998,,,26 Jul 07,7 Aug 07,2 Aug 07
485,20070726,20070807,20070802,11004,1,6,9,SO51595,2,1,1,21.98,21.98,0,0,8.2205,8.2205,21.98,1.7584,0.5495,,,26 Jul 07,7 Aug 07,2 Aug 07
214,20070726,20070807,20070802,11004,1,6,9,SO51595,3,1,1,34.99,34.99,0,0,13.0863,13.0863,34.99,2.7992,0.8748,,,26 Jul 07,7 Aug 07,2 Aug 07
560,20070726,20070807,20070802,25087,1,100,1,SO51596,1,1,1,1214.85,1214.85,0,0,755.1508,755.1508,1214.85,97.188,30.3713,,,26 Jul 07,7 Aug 07,2 Aug 07
217,20070726,20070807,20070802,25087,1,100,1,SO51596,2,1,1,34.99,34.99,0,0,13.0863,13.0863,34.99,2.7992,0.8748,,,26 Jul 07,7 Aug 07,2 Aug 07
355,20070726,20070807,20070802,11453,1,6,9,SO51597,1,1,1,2319.99,2319.99,0,0,1265.6195,1265.6195,2319.99,185.5992,57.9998,,,26 Jul 07,7 Aug 07,2 Aug 07
487,20070726,20070807,20070802,11453,1,6,9,SO51597,2,1,1,54.99,54.99,0,0,20.5663,20.5663,54.99,4.3992,1.3748,,,26 Jul 07,7 Aug 07,2 Aug 07
484,20070726,20070807,20070802,11453,1,6,9,SO51597,3,1,1,7.95,7.95,0,0,2.9733,2.9733,7.95,0.636,0.1988,,,26 Jul 07,7 Aug 07,2 Aug 07
562,20070726,20070807,20070802,24404,1,100,4,SO51598,1,1,1,2384.07,2384.07,0,0,1481.9379,1481.9379,2384.07,190.7256,59.6018,,,26 Jul 07,7 Aug 07,2 Aug 07
576,20070726,20070807,20070802,24405,1,100,4,SO51599,1,1,1,2384.07,2384.07,0,0,1481.9379,1481.9379,2384.07,190.7256,59.6018,,,26 Jul 07,7 Aug 07,2 Aug 07
222,20070726,20070807,20070802,24405,1,100,4,SO51599,2,1,1,34.99,34.99,0,0,13.0863,13.0863,34.99,2.7992,0.8748,,,26 Jul 07,7 Aug 07,2 Aug 07
604,20070726,20070807,20070802,22262,1,100,4,SO51600,1,1,1,539.99,539.99,0,0,343.6496,343.6496,539.99,43.1992,13.4998,,,26 Jul 07,7 Aug 07,2 Aug 07
584,20070726,20070807,20070802,25608,1,98,10,SO51601,1,1,1,539.99,539.99,0,0,343.6496,343.6496,539.99,43.1992,13.4998,,,26 Jul 07,7 Aug 07,2 Aug 07
